Releve number,Background_plots,site,treatment,value,year,redlisted,PC1,PC2,PC3
319,282285,BAR,3,0.7171099486031555,2,1,1.98047028061971,-0.438961187703609,-0.0681486016344044
320,282285,BAR,3,0.7350147140936866,3,1,1.98047028061971,-0.438961187703609,-0.0681486016344044
323,162864,BAR,4,0.8482116870809209,0,1,1.98047028061971,-0.438961187703609,-0.0681486016344044
324,510196,BAR,4,0.817929313258749,1,1,1.98047028061971,-0.438961187703609,-0.0681486016344044
321,282121,BAR,4,0.7721617283118563,2,1,1.98047028061971,-0.438961187703609,-0.0681486016344044
322,458870,BAR,4,0.7356722209792955,3,1,1.98047028061971,-0.438961187703609,-0.0681486016344044
277,282411,CER,1,0.5362996021206753,0,9,0.299917980789904,2.09418671224462,-1.02197707144694
287,282411,CER,1,0.594380890730123,1,9,0.299917980789904,2.09418671224462,-1.02197707144694
288,282411,CER,1,0.5708943879103613,2,9,0.299917980789904,2.09418671224462,-1.02197707144694
289,282411,CER,1,0.6012348612165226,3,9,0.299917980789904,2.09418671224462,-1.02197707144694
282,282411,CER,2,0.5137751514261325,0,9,0.299917980789904,2.09418671224462,-1.02197707144694
