site,treatment,year,n,CHELSA_bio10_01,prec,hli,soil_Ph,soil_Ph2,soil_ZZ,soil_P,soil_TN,soil_susina,soil_Ca,soil_K,soil_Mg,PC1,PC2,PC3,temp
JAZ,1,0,35,82,694,0.614804491,4.62,5.93,10.46,16.893,2615.3612,98.46,1271.2,94.68663524,82.70421236,0.0799126296752948,-0.290154272496496,0.737498048842961,69.4
JAZ,1,1,36,82,694,0.614804491,4.62,5.93,10.46,16.893,2615.3612,98.46,1271.2,94.68663524,82.70421236,0.0799126296752948,-0.290154272496496,0.737498048842961,69.4
JAZ,1,2,32,82,694,0.614804491,4.62,5.93,10.46,16.893,2615.3612,98.46,1271.2,94.68663524,82.70421236,0.0799126296752948,-0.290154272496496,0.737498048842961,69.4
JAZ,1,3,34,82,694,0.614804491,4.62,5.93,10.46,16.893,2615.3612,98.46,1271.2,94.68663524,82.70421236,0.0799126296752948,-0.290154272496496,0.737498048842961,69.4
JAZ,0,0,35,82,694,0.614804491,4.62,5.93,10.46,16.893,2615.3612,98.46,1271.2,94.68663524,82.70421236,0.0799126296752948,-0.290154272496496,0.737498048842961,69.4
JAZ,0,1,30,82,694,0.614804491,4.62,5.93,10.46,16.893,2615.3612,98.46,1271.2,94.68663524,82.70421236,0.0799126296752948,-0.290154272496496,0.737498048842961,69.4
JAZ,0,2,30,82,694,0.614804491,4.62,5.93,10.46,16.893,2615.3612,98.46,1271.2,94.68663524,82.70421236,0.0799126296752948,-0.290154272496496,0.737498048842961,69.4
JAZ,0,3,28,82,694,0.614804491,4.62,5.93,10.46,16.893,2615.3612,98.46,1271.2,94.68663524,82.70421236,0.0799126296752948,-0.290154272496496,0.737498048842961,69.4
JAZ,2,0,24,82,694,0.614804491,4.62,5.93,10.46,16.893,2615.3612,98.46,1271.2,94.68663524,82.70421236,0.0799126296752948,-0.290154272496496,0.737498048842961,69.4
JAZ,2,1,29,82,694,0.614804491,4.62,5.93,10.46,16.893,2615.3612,98.46,1271.2,94.68663524,82.70421236,0.0799126296752948,-0.290154272496496,0.737498048842961,69.4
JAZ,2,2,33,82,694,0.614804491,4.62,5.93,10.46,16.893,2615.3612,98.46,1271.2,94.68663524,82.70421236,0.0799126296752948,-0.290154272496496,0.737498048842961,69.4
JAZ,2,3,35,82,694,0.614804491,4.62,5.93,10.46,16.893,2615.3612,98.46,1271.2,94.68663524,82.70421236,0.0799126296752948,-0.290154272496496,0.737498048842961,69.4
JAZ,3,0,32,82,694,0.614804491,4.62,5.93,10.46,16.893,2615.3612,98.46,1271.2,94.68663524,82.70421236,0.0799126296752948,-0.290154272496496,0.737498048842961,69.4
JAZ,3,1,21,82,694,0.614804491,4.62,5.93,10.46,16.893,2615.3612,98.46,1271.2,94.68663524,82.70421236,0.0799126296752948,-0.290154272496496,0.737498048842961,69.4
JAZ,3,2,37,82,694,0.614804491,4.62,5.93,10.46,16.893,2615.3612,98.46,1271.2,94.68663524,82.70421236,0.0799126296752948,-0.290154272496496,0.737498048842961,69.4
JAZ,3,3,31,82,694,0.614804491,4.62,5.93,10.46,16.893,2615.3612,98.46,1271.2,94.68663524,82.70421236,0.0799126296752948,-0.290154272496496,0.737498048842961,69.4
JAZ,4,0,26,82,694,0.614804491,4.62,5.93,10.46,16.893,2615.3612,98.46,1271.2,94.68663524,82.70421236,0.0799126296752948,-0.290154272496496,0.737498048842961,69.4
JAZ,4,1,20,82,694,0.614804491,4.62,5.93,10.46,16.893,2615.3612,98.46,1271.2,94.68663524,82.70421236,0.0799126296752948,-0.290154272496496,0.737498048842961,69.4
JAZ,4,2,35,82,694,0.614804491,4.62,5.93,10.46,16.893,2615.3612,98.46,1271.2,94.68663524,82.70421236,0.0799126296752948,-0.290154272496496,0.737498048842961,69.4
JAZ,4,3,40,82,694,0.614804491,4.62,5.93,10.46,16.893,2615.3612,98.46,1271.2,94.68663524,82.70421236,0.0799126296752948,-0.290154272496496,0.737498048842961,69.4
KOS,1,0,16,74,740,0.581166328,5.35,6.34,5.5,24.822,1345.468,99.32,902.2,104.1792815,136.3618932,-0.248563696971543,-0.627670716041161,1.03438352582842,74
KOS,1,1,23,74,740,0.581166328,5.35,6.34,5.5,24.822,1345.468,99.32,902.2,104.1792815,136.3618932,-0.248563696971543,-0.627670716041161,1.03438352582842,74
KOS,1,2,24,74,740,0.581166328,5.35,6.34,5.5,24.822,1345.468,99.32,902.2,104.1792815,136.3618932,-0.248563696971543,-0.627670716041161,1.03438352582842,74
KOS,0,0,20,74,740,0.581166328,5.35,6.34,5.5,24.822,1345.468,99.32,902.2,104.1792815,136.3618932,-0.248563696971543,-0.627670716041161,1.03438352582842,74
KOS,0,1,23,74,740,0.581166328,5.35,6.34,5.5,24.822,1345.468,99.32,902.2,104.1792815,136.3618932,-0.248563696971543,-0.627670716041161,1.03438352582842,74
KOS,0,2,25,74,740,0.581166328,5.35,6.34,5.5,24.822,1345.468,99.32,902.2,104.1792815,136.3618932,-0.248563696971543,-0.627670716041161,1.03438352582842,74
KOS,2,0,23,74,740,0.581166328,5.35,6.34,5.5,24.822,1345.468,99.32,902.2,104.1792815,136.3618932,-0.248563696971543,-0.627670716041161,1.03438352582842,74
KOS,2,1,25,74,740,0.581166328,5.35,6.34,5.5,24.822,1345.468,99.32,902.2,104.1792815,136.3618932,-0.248563696971543,-0.627670716041161,1.03438352582842,74
KOS,2,2,28,74,740,0.581166328,5.35,6.34,5.5,24.822,1345.468,99.32,902.2,104.1792815,136.3618932,-0.248563696971543,-0.627670716041161,1.03438352582842,74
KOS,3,0,14,74,740,0.581166328,5.35,6.34,5.5,24.822,1345.468,99.32,902.2,104.1792815,136.3618932,-0.248563696971543,-0.627670716041161,1.03438352582842,74
KOS,3,1,24,74,740,0.581166328,5.35,6.34,5.5,24.822,1345.468,99.32,902.2,104.1792815,136.3618932,-0.248563696971543,-0.627670716041161,1.03438352582842,74
KOS,3,2,30,74,740,0.581166328,5.35,6.34,5.5,24.822,1345.468,99.32,902.2,104.1792815,136.3618932,-0.248563696971543,-0.627670716041161,1.03438352582842,74
KOS,4,0,22,74,740,0.581166328,5.35,6.34,5.5,24.822,1345.468,99.32,902.2,104.1792815,136.3618932,-0.248563696971543,-0.627670716041161,1.03438352582842,74
KOS,4,1,23,74,740,0.581166328,5.35,6.34,5.5,24.822,1345.468,99.32,902.2,104.1792815,136.3618932,-0.248563696971543,-0.627670716041161,1.03438352582842,74
KOS,4,2,30,74,740,0.581166328,5.35,6.34,5.5,24.822,1345.468,99.32,902.2,104.1792815,136.3618932,-0.248563696971543,-0.627670716041161,1.03438352582842,74
KYS,1,0,23,63,780,0.771661805,4.69,5.85,16.57,3.718,6352.844,96.85,1841.5,99.52075511,213.0512098,1.62452969258617,0.64031228338169,-0.564609795420682,78
KYS,1,1,39,63,780,0.771661805,4.69,5.85,16.57,3.718,6352.844,96.85,1841.5,99.52075511,213.0512098,1.62452969258617,0.64031228338169,-0.564609795420682,78
KYS,1,2,36,63,780,0.771661805,4.69,5.85,16.57,3.718,6352.844,96.85,1841.5,99.52075511,213.0512098,1.62452969258617,0.64031228338169,-0.564609795420682,78
KYS,1,3,42,63,780,0.771661805,4.69,5.85,16.57,3.718,6352.844,96.85,1841.5,99.52075511,213.0512098,1.62452969258617,0.64031228338169,-0.564609795420682,78
KYS,0,0,23,63,780,0.771661805,4.69,5.85,16.57,3.718,6352.844,96.85,1841.5,99.52075511,213.0512098,1.62452969258617,0.64031228338169,-0.564609795420682,78
KYS,0,1,22,63,780,0.771661805,4.69,5.85,16.57,3.718,6352.844,96.85,1841.5,99.52075511,213.0512098,1.62452969258617,0.64031228338169,-0.564609795420682,78
KYS,0,2,26,63,780,0.771661805,4.69,5.85,16.57,3.718,6352.844,96.85,1841.5,99.52075511,213.0512098,1.62452969258617,0.64031228338169,-0.564609795420682,78
KYS,0,3,22,63,780,0.771661805,4.69,5.85,16.57,3.718,6352.844,96.85,1841.5,99.52075511,213.0512098,1.62452969258617,0.64031228338169,-0.564609795420682,78
KYS,2,0,33,63,780,0.771661805,4.69,5.85,16.57,3.718,6352.844,96.85,1841.5,99.52075511,213.0512098,1.62452969258617,0.64031228338169,-0.564609795420682,78
KYS,2,1,39,63,780,0.771661805,4.69,5.85,16.57,3.718,6352.844,96.85,1841.5,99.52075511,213.0512098,1.62452969258617,0.64031228338169,-0.564609795420682,78
KYS,2,2,48,63,780,0.771661805,4.69,5.85,16.57,3.718,6352.844,96.85,1841.5,99.52075511,213.0512098,1.62452969258617,0.64031228338169,-0.564609795420682,78
KYS,2,3,41,63,780,0.771661805,4.69,5.85,16.57,3.718,6352.844,96.85,1841.5,99.52075511,213.0512098,1.62452969258617,0.64031228338169,-0.564609795420682,78
KYS,3,0,44,63,780,0.771661805,4.69,5.85,16.57,3.718,6352.844,96.85,1841.5,99.52075511,213.0512098,1.62452969258617,0.64031228338169,-0.564609795420682,78
KYS,3,1,62,63,780,0.771661805,4.69,5.85,16.57,3.718,6352.844,96.85,1841.5,99.52075511,213.0512098,1.62452969258617,0.64031228338169,-0.564609795420682,78
KYS,3,2,56,63,780,0.771661805,4.69,5.85,16.57,3.718,6352.844,96.85,1841.5,99.52075511,213.0512098,1.62452969258617,0.64031228338169,-0.564609795420682,78
KYS,3,3,68,63,780,0.771661805,4.69,5.85,16.57,3.718,6352.844,96.85,1841.5,99.52075511,213.0512098,1.62452969258617,0.64031228338169,-0.564609795420682,78
KYS,4,0,38,63,780,0.771661805,4.69,5.85,16.57,3.718,6352.844,96.85,1841.5,99.52075511,213.0512098,1.62452969258617,0.64031228338169,-0.564609795420682,78
KYS,4,1,59,63,780,0.771661805,4.69,5.85,16.57,3.718,6352.844,96.85,1841.5,99.52075511,213.0512098,1.62452969258617,0.64031228338169,-0.564609795420682,78
KYS,4,2,85,63,780,0.771661805,4.69,5.85,16.57,3.718,6352.844,96.85,1841.5,99.52075511,213.0512098,1.62452969258617,0.64031228338169,-0.564609795420682,78
KYS,4,3,83,63,780,0.771661805,4.69,5.85,16.57,3.718,6352.844,96.85,1841.5,99.52075511,213.0512098,1.62452969258617,0.64031228338169,-0.564609795420682,78
LET,1,0,49,83,672,0.790800645,7.23,7.87,12.29,20.236,4007.935,97.8,3936.6,219.5124022,145.2663133,0.0400773837874314,1.21641847888886,0.470009825626944,67.2
LET,1,1,45,83,672,0.790800645,7.23,7.87,12.29,20.236,4007.935,97.8,3936.6,219.5124022,145.2663133,0.0400773837874314,1.21641847888886,0.470009825626944,67.2
LET,1,2,47,83,672,0.790800645,7.23,7.87,12.29,20.236,4007.935,97.8,3936.6,219.5124022,145.2663133,0.0400773837874314,1.21641847888886,0.470009825626944,67.2
LET,1,3,47,83,672,0.790800645,7.23,7.87,12.29,20.236,4007.935,97.8,3936.6,219.5124022,145.2663133,0.0400773837874314,1.21641847888886,0.470009825626944,67.2
LET,2,0,50,83,672,0.790800645,7.23,7.87,12.29,20.236,4007.935,97.8,3936.6,219.5124022,145.2663133,0.0400773837874314,1.21641847888886,0.470009825626944,67.2
LET,2,1,41,83,672,0.790800645,7.23,7.87,12.29,20.236,4007.935,97.8,3936.6,219.5124022,145.2663133,0.0400773837874314,1.21641847888886,0.470009825626944,67.2
LET,2,2,45,83,672,0.790800645,7.23,7.87,12.29,20.236,4007.935,97.8,3936.6,219.5124022,145.2663133,0.0400773837874314,1.21641847888886,0.470009825626944,67.2
LET,2,3,41,83,672,0.790800645,7.23,7.87,12.29,20.236,4007.935,97.8,3936.6,219.5124022,145.2663133,0.0400773837874314,1.21641847888886,0.470009825626944,67.2
LET,3,0,54,83,672,0.790800645,7.23,7.87,12.29,20.236,4007.935,97.8,3936.6,219.5124022,145.2663133,0.0400773837874314,1.21641847888886,0.470009825626944,67.2
LET,3,1,39,83,672,0.790800645,7.23,7.87,12.29,20.236,4007.935,97.8,3936.6,219.5124022,145.2663133,0.0400773837874314,1.21641847888886,0.470009825626944,67.2
LET,3,2,42,83,672,0.790800645,7.23,7.87,12.29,20.236,4007.935,97.8,3936.6,219.5124022,145.2663133,0.0400773837874314,1.21641847888886,0.470009825626944,67.2
LET,3,3,44,83,672,0.790800645,7.23,7.87,12.29,20.236,4007.935,97.8,3936.6,219.5124022,145.2663133,0.0400773837874314,1.21641847888886,0.470009825626944,67.2
LET,4,0,51,83,672,0.790800645,7.23,7.87,12.29,20.236,4007.935,97.8,3936.6,219.5124022,145.2663133,0.0400773837874314,1.21641847888886,0.470009825626944,67.2
LET,4,1,42,83,672,0.790800645,7.23,7.87,12.29,20.236,4007.935,97.8,3936.6,219.5124022,145.2663133,0.0400773837874314,1.21641847888886,0.470009825626944,67.2
LET,4,2,47,83,672,0.790800645,7.23,7.87,12.29,20.236,4007.935,97.8,3936.6,219.5124022,145.2663133,0.0400773837874314,1.21641847888886,0.470009825626944,67.2
LET,4,3,42,83,672,0.790800645,7.23,7.87,12.29,20.236,4007.935,97.8,3936.6,219.5124022,145.2663133,0.0400773837874314,1.21641847888886,0.470009825626944,67.2
LOM,1,0,7,81,693,0.665332516,7.09,7.59,7.59,259.543,2778.644,99.24,2844.6,119.6977355,89.22007683,-0.627543808076658,-0.16258646897405,1.11501720592328,69.3
LOM,1,1,12,81,693,0.665332516,7.09,7.59,7.59,259.543,2778.644,99.24,2844.6,119.6977355,89.22007683,-0.627543808076658,-0.16258646897405,1.11501720592328,69.3
LOM,1,2,19,81,693,0.665332516,7.09,7.59,7.59,259.543,2778.644,99.24,2844.6,119.6977355,89.22007683,-0.627543808076658,-0.16258646897405,1.11501720592328,69.3
LOM,1,3,23,81,693,0.665332516,7.09,7.59,7.59,259.543,2778.644,99.24,2844.6,119.6977355,89.22007683,-0.627543808076658,-0.16258646897405,1.11501720592328,69.3
LOM,0,0,13,81,693,0.665332516,7.09,7.59,7.59,259.543,2778.644,99.24,2844.6,119.6977355,89.22007683,-0.627543808076658,-0.16258646897405,1.11501720592328,69.3
LOM,0,1,13,81,693,0.665332516,7.09,7.59,7.59,259.543,2778.644,99.24,2844.6,119.6977355,89.22007683,-0.627543808076658,-0.16258646897405,1.11501720592328,69.3
LOM,0,2,17,81,693,0.665332516,7.09,7.59,7.59,259.543,2778.644,99.24,2844.6,119.6977355,89.22007683,-0.627543808076658,-0.16258646897405,1.11501720592328,69.3
LOM,0,3,15,81,693,0.665332516,7.09,7.59,7.59,259.543,2778.644,99.24,2844.6,119.6977355,89.22007683,-0.627543808076658,-0.16258646897405,1.11501720592328,69.3
LOM,2,0,17,81,693,0.665332516,7.09,7.59,7.59,259.543,2778.644,99.24,2844.6,119.6977355,89.22007683,-0.627543808076658,-0.16258646897405,1.11501720592328,69.3
LOM,2,1,20,81,693,0.665332516,7.09,7.59,7.59,259.543,2778.644,99.24,2844.6,119.6977355,89.22007683,-0.627543808076658,-0.16258646897405,1.11501720592328,69.3
LOM,2,2,22,81,693,0.665332516,7.09,7.59,7.59,259.543,2778.644,99.24,2844.6,119.6977355,89.22007683,-0.627543808076658,-0.16258646897405,1.11501720592328,69.3
LOM,2,3,24,81,693,0.665332516,7.09,7.59,7.59,259.543,2778.644,99.24,2844.6,119.6977355,89.22007683,-0.627543808076658,-0.16258646897405,1.11501720592328,69.3
LOM,3,0,13,81,693,0.665332516,7.09,7.59,7.59,259.543,2778.644,99.24,2844.6,119.6977355,89.22007683,-0.627543808076658,-0.16258646897405,1.11501720592328,69.3
LOM,3,1,15,81,693,0.665332516,7.09,7.59,7.59,259.543,2778.644,99.24,2844.6,119.6977355,89.22007683,-0.627543808076658,-0.16258646897405,1.11501720592328,69.3
LOM,3,2,24,81,693,0.665332516,7.09,7.59,7.59,259.543,2778.644,99.24,2844.6,119.6977355,89.22007683,-0.627543808076658,-0.16258646897405,1.11501720592328,69.3
LOM,3,3,29,81,693,0.665332516,7.09,7.59,7.59,259.543,2778.644,99.24,2844.6,119.6977355,89.22007683,-0.627543808076658,-0.16258646897405,1.11501720592328,69.3
LOM,4,0,11,81,693,0.665332516,7.09,7.59,7.59,259.543,2778.644,99.24,2844.6,119.6977355,89.22007683,-0.627543808076658,-0.16258646897405,1.11501720592328,69.3
LOM,4,1,15,81,693,0.665332516,7.09,7.59,7.59,259.543,2778.644,99.24,2844.6,119.6977355,89.22007683,-0.627543808076658,-0.16258646897405,1.11501720592328,69.3
LOM,4,2,21,81,693,0.665332516,7.09,7.59,7.59,259.543,2778.644,99.24,2844.6,119.6977355,89.22007683,-0.627543808076658,-0.16258646897405,1.11501720592328,69.3
LOM,4,3,30,81,693,0.665332516,7.09,7.59,7.59,259.543,2778.644,99.24,2844.6,119.6977355,89.22007683,-0.627543808076658,-0.16258646897405,1.11501720592328,69.3
MIK,1,0,22,96,533,0.665547911,7.52,8.29,6.11,27.832,1713.198,98.48,4500.5,124.0454962,157.9590381,-1.23210748324072,0.299492039292589,0.414194717687703,53.3
MIK,1,1,21,96,533,0.665547911,7.52,8.29,6.11,27.832,1713.198,98.48,4500.5,124.0454962,157.9590381,-1.23210748324072,0.299492039292589,0.414194717687703,53.3
MIK,1,2,24,96,533,0.665547911,7.52,8.29,6.11,27.832,1713.198,98.48,4500.5,124.0454962,157.9590381,-1.23210748324072,0.299492039292589,0.414194717687703,53.3
MIK,1,3,28,96,533,0.665547911,7.52,8.29,6.11,27.832,1713.198,98.48,4500.5,124.0454962,157.9590381,-1.23210748324072,0.299492039292589,0.414194717687703,53.3
MIK,0,0,20,96,533,0.665547911,7.52,8.29,6.11,27.832,1713.198,98.48,4500.5,124.0454962,157.9590381,-1.23210748324072,0.299492039292589,0.414194717687703,53.3
MIK,0,1,10,96,533,0.665547911,7.52,8.29,6.11,27.832,1713.198,98.48,4500.5,124.0454962,157.9590381,-1.23210748324072,0.299492039292589,0.414194717687703,53.3
MIK,0,2,21,96,533,0.665547911,7.52,8.29,6.11,27.832,1713.198,98.48,4500.5,124.0454962,157.9590381,-1.23210748324072,0.299492039292589,0.414194717687703,53.3
MIK,0,3,19,96,533,0.665547911,7.52,8.29,6.11,27.832,1713.198,98.48,4500.5,124.0454962,157.9590381,-1.23210748324072,0.299492039292589,0.414194717687703,53.3
MIK,2,0,20,96,533,0.665547911,7.52,8.29,6.11,27.832,1713.198,98.48,4500.5,124.0454962,157.9590381,-1.23210748324072,0.299492039292589,0.414194717687703,53.3
MIK,2,1,19,96,533,0.665547911,7.52,8.29,6.11,27.832,1713.198,98.48,4500.5,124.0454962,157.9590381,-1.23210748324072,0.299492039292589,0.414194717687703,53.3
MIK,2,2,26,96,533,0.665547911,7.52,8.29,6.11,27.832,1713.198,98.48,4500.5,124.0454962,157.9590381,-1.23210748324072,0.299492039292589,0.414194717687703,53.3
MIK,2,3,25,96,533,0.665547911,7.52,8.29,6.11,27.832,1713.198,98.48,4500.5,124.0454962,157.9590381,-1.23210748324072,0.299492039292589,0.414194717687703,53.3
MIK,3,0,14,96,533,0.665547911,7.52,8.29,6.11,27.832,1713.198,98.48,4500.5,124.0454962,157.9590381,-1.23210748324072,0.299492039292589,0.414194717687703,53.3
MIK,3,1,14,96,533,0.665547911,7.52,8.29,6.11,27.832,1713.198,98.48,4500.5,124.0454962,157.9590381,-1.23210748324072,0.299492039292589,0.414194717687703,53.3
MIK,3,2,22,96,533,0.665547911,7.52,8.29,6.11,27.832,1713.198,98.48,4500.5,124.0454962,157.9590381,-1.23210748324072,0.299492039292589,0.414194717687703,53.3
MIK,3,3,21,96,533,0.665547911,7.52,8.29,6.11,27.832,1713.198,98.48,4500.5,124.0454962,157.9590381,-1.23210748324072,0.299492039292589,0.414194717687703,53.3
MIK,4,0,17,96,533,0.665547911,7.52,8.29,6.11,27.832,1713.198,98.48,4500.5,124.0454962,157.9590381,-1.23210748324072,0.299492039292589,0.414194717687703,53.3
MIK,4,1,16,96,533,0.665547911,7.52,8.29,6.11,27.832,1713.198,98.48,4500.5,124.0454962,157.9590381,-1.23210748324072,0.299492039292589,0.414194717687703,53.3
MIK,4,2,22,96,533,0.665547911,7.52,8.29,6.11,27.832,1713.198,98.48,4500.5,124.0454962,157.9590381,-1.23210748324072,0.299492039292589,0.414194717687703,53.3
MIK,4,3,34,96,533,0.665547911,7.52,8.29,6.11,27.832,1713.198,98.48,4500.5,124.0454962,157.9590381,-1.23210748324072,0.299492039292589,0.414194717687703,53.3
POD,1,0,40,89,701,0.72601313,5.41,6.47,13.18,26.674,3277.261,99,20006.2,158.9271991,153.5538478,-0.0997066515810458,1.07496341243323,1.11079875865322,70.1
POD,1,1,44,89,701,0.72601313,5.41,6.47,13.18,26.674,3277.261,99,20006.2,158.9271991,153.5538478,-0.0997066515810458,1.07496341243323,1.11079875865322,70.1
POD,1,2,36,89,701,0.72601313,5.41,6.47,13.18,26.674,3277.261,99,20006.2,158.9271991,153.5538478,-0.0997066515810458,1.07496341243323,1.11079875865322,70.1
POD,1,3,42,89,701,0.72601313,5.41,6.47,13.18,26.674,3277.261,99,20006.2,158.9271991,153.5538478,-0.0997066515810458,1.07496341243323,1.11079875865322,70.1
POD,2,0,42,89,701,0.72601313,5.41,6.47,13.18,26.674,3277.261,99,20006.2,158.9271991,153.5538478,-0.0997066515810458,1.07496341243323,1.11079875865322,70.1
POD,2,1,42,89,701,0.72601313,5.41,6.47,13.18,26.674,3277.261,99,20006.2,158.9271991,153.5538478,-0.0997066515810458,1.07496341243323,1.11079875865322,70.1
POD,2,2,33,89,701,0.72601313,5.41,6.47,13.18,26.674,3277.261,99,20006.2,158.9271991,153.5538478,-0.0997066515810458,1.07496341243323,1.11079875865322,70.1
POD,2,3,42,89,701,0.72601313,5.41,6.47,13.18,26.674,3277.261,99,20006.2,158.9271991,153.5538478,-0.0997066515810458,1.07496341243323,1.11079875865322,70.1
POD,3,0,44,89,701,0.72601313,5.41,6.47,13.18,26.674,3277.261,99,20006.2,158.9271991,153.5538478,-0.0997066515810458,1.07496341243323,1.11079875865322,70.1
POD,3,1,45,89,701,0.72601313,5.41,6.47,13.18,26.674,3277.261,99,20006.2,158.9271991,153.5538478,-0.0997066515810458,1.07496341243323,1.11079875865322,70.1
POD,3,2,43,89,701,0.72601313,5.41,6.47,13.18,26.674,3277.261,99,20006.2,158.9271991,153.5538478,-0.0997066515810458,1.07496341243323,1.11079875865322,70.1
POD,3,3,41,89,701,0.72601313,5.41,6.47,13.18,26.674,3277.261,99,20006.2,158.9271991,153.5538478,-0.0997066515810458,1.07496341243323,1.11079875865322,70.1
POD,4,0,40,89,701,0.72601313,5.41,6.47,13.18,26.674,3277.261,99,20006.2,158.9271991,153.5538478,-0.0997066515810458,1.07496341243323,1.11079875865322,70.1
POD,4,1,46,89,701,0.72601313,5.41,6.47,13.18,26.674,3277.261,99,20006.2,158.9271991,153.5538478,-0.0997066515810458,1.07496341243323,1.11079875865322,70.1
POD,4,2,37,89,701,0.72601313,5.41,6.47,13.18,26.674,3277.261,99,20006.2,158.9271991,153.5538478,-0.0997066515810458,1.07496341243323,1.11079875865322,70.1
POD,4,3,51,89,701,0.72601313,5.41,6.47,13.18,26.674,3277.261,99,20006.2,158.9271991,153.5538478,-0.0997066515810458,1.07496341243323,1.11079875865322,70.1
SKL,1,0,20,82,630,0.716232294,5.28,6.05,8.89,13.921,3231.694,98.96,1187.3,98.41880776,116.8091805,0.117140388824162,-0.169566228009489,-0.158759092750167,63
SKL,1,1,25,82,630,0.716232294,5.28,6.05,8.89,13.921,3231.694,98.96,1187.3,98.41880776,116.8091805,0.117140388824162,-0.169566228009489,-0.158759092750167,63
SKL,1,2,24,82,630,0.716232294,5.28,6.05,8.89,13.921,3231.694,98.96,1187.3,98.41880776,116.8091805,0.117140388824162,-0.169566228009489,-0.158759092750167,63
SKL,1,3,28,82,630,0.716232294,5.28,6.05,8.89,13.921,3231.694,98.96,1187.3,98.41880776,116.8091805,0.117140388824162,-0.169566228009489,-0.158759092750167,63
SKL,0,0,21,82,630,0.716232294,5.28,6.05,8.89,13.921,3231.694,98.96,1187.3,98.41880776,116.8091805,0.117140388824162,-0.169566228009489,-0.158759092750167,63
SKL,0,1,14,82,630,0.716232294,5.28,6.05,8.89,13.921,3231.694,98.96,1187.3,98.41880776,116.8091805,0.117140388824162,-0.169566228009489,-0.158759092750167,63
SKL,0,2,14,82,630,0.716232294,5.28,6.05,8.89,13.921,3231.694,98.96,1187.3,98.41880776,116.8091805,0.117140388824162,-0.169566228009489,-0.158759092750167,63
SKL,0,3,19,82,630,0.716232294,5.28,6.05,8.89,13.921,3231.694,98.96,1187.3,98.41880776,116.8091805,0.117140388824162,-0.169566228009489,-0.158759092750167,63
SKL,2,0,13,82,630,0.716232294,5.28,6.05,8.89,13.921,3231.694,98.96,1187.3,98.41880776,116.8091805,0.117140388824162,-0.169566228009489,-0.158759092750167,63
SKL,2,1,18,82,630,0.716232294,5.28,6.05,8.89,13.921,3231.694,98.96,1187.3,98.41880776,116.8091805,0.117140388824162,-0.169566228009489,-0.158759092750167,63
SKL,2,2,16,82,630,0.716232294,5.28,6.05,8.89,13.921,3231.694,98.96,1187.3,98.41880776,116.8091805,0.117140388824162,-0.169566228009489,-0.158759092750167,63
SKL,2,3,20,82,630,0.716232294,5.28,6.05,8.89,13.921,3231.694,98.96,1187.3,98.41880776,116.8091805,0.117140388824162,-0.169566228009489,-0.158759092750167,63
SKL,3,0,20,82,630,0.716232294,5.28,6.05,8.89,13.921,3231.694,98.96,1187.3,98.41880776,116.8091805,0.117140388824162,-0.169566228009489,-0.158759092750167,63
SKL,3,1,20,82,630,0.716232294,5.28,6.05,8.89,13.921,3231.694,98.96,1187.3,98.41880776,116.8091805,0.117140388824162,-0.169566228009489,-0.158759092750167,63
SKL,3,2,26,82,630,0.716232294,5.28,6.05,8.89,13.921,3231.694,98.96,1187.3,98.41880776,116.8091805,0.117140388824162,-0.169566228009489,-0.158759092750167,63
SKL,3,3,31,82,630,0.716232294,5.28,6.05,8.89,13.921,3231.694,98.96,1187.3,98.41880776,116.8091805,0.117140388824162,-0.169566228009489,-0.158759092750167,63
SKL,4,0,19,82,630,0.716232294,5.28,6.05,8.89,13.921,3231.694,98.96,1187.3,98.41880776,116.8091805,0.117140388824162,-0.169566228009489,-0.158759092750167,63
SKL,4,1,23,82,630,0.716232294,5.28,6.05,8.89,13.921,3231.694,98.96,1187.3,98.41880776,116.8091805,0.117140388824162,-0.169566228009489,-0.158759092750167,63
SKL,4,2,27,82,630,0.716232294,5.28,6.05,8.89,13.921,3231.694,98.96,1187.3,98.41880776,116.8091805,0.117140388824162,-0.169566228009489,-0.158759092750167,63
SKL,4,3,27,82,630,0.716232294,5.28,6.05,8.89,13.921,3231.694,98.96,1187.3,98.41880776,116.8091805,0.117140388824162,-0.169566228009489,-0.158759092750167,63
SVI,1,0,20,81,593,0.641640426,5.9,4.35,9.07,15.251,4135.029,97.29,1160.31,122.96,329.64,-0.119460680752389,0.175293071850575,-1.08387643604901,59.3
SVI,1,1,28,81,593,0.641640426,5.9,4.35,9.07,15.251,4135.029,97.29,1160.31,122.96,329.64,-0.119460680752389,0.175293071850575,-1.08387643604901,59.3
SVI,1,2,29,81,593,0.641640426,5.9,4.35,9.07,15.251,4135.029,97.29,1160.31,122.96,329.64,-0.119460680752389,0.175293071850575,-1.08387643604901,59.3
SVI,1,3,25,81,593,0.641640426,5.9,4.35,9.07,15.251,4135.029,97.29,1160.31,122.96,329.64,-0.119460680752389,0.175293071850575,-1.08387643604901,59.3
SVI,2,0,15,81,593,0.641640426,5.9,4.35,9.07,15.251,4135.029,97.29,1160.31,122.96,329.64,-0.119460680752389,0.175293071850575,-1.08387643604901,59.3
SVI,2,1,22,81,593,0.641640426,5.9,4.35,9.07,15.251,4135.029,97.29,1160.31,122.96,329.64,-0.119460680752389,0.175293071850575,-1.08387643604901,59.3
